number,district,address,amount
10.66,Курортный ,"Зеленогорск, Привокзальная ул., д.7",6
10.67,Курортный ,"Зеленогорск, Приморское ш. – Связная ул. – Красных Командиров пр.",2
10.68,Курортный ,"Зеленогорск, Приморское ш., д.536",4
10.69,Курортный ,"Зеленогорск, Приморское ш., д.547",2
10.70,Курортный ,"Зеленогорск, Широкая ул., д.4",3
10.71,Курортный ,"Комарово, Кавалерийская ул., д.8",2
10.72,Курортный ,"Комарово, Комаровский пляж",3
10.73,Курортный ,"Комарово, Приморское ш., д.452А",2
10.74,Курортный ,"Опора «Курортэнерго» г. Сестрорецка, Свободы пер.",1
10.75,Курортный ,"Опора «Курортэнерго» Зеленогорское шоссе, развязка 39 км ",2
10.76,Курортный ,"пос. Горская, Муромцева пр. – Большая Горская ул., пересечение",4
10.77,Курортный ,"пос. Горская, Муромцева пр. – Пушкинская ул., пересечение",3
10.78,Курортный ,"пос. Репино, Курортная ул., д. 6",1
10.79,Курортный ,"пос. Репино, Нагорная ул., д. 1",1
10.80,Курортный ,"пос. Репино, Приморское ш., д. 443",1
10.81,Курортный ,"пос. Солнечное, Лесная ул., д.2",1
10.82,Курортный ,"пос. Солнечное, Приморское ш., д. 364а, лит. Ж",1
10.83,Курортный ,"Приморское ш., 39 км. ",1
10.84,Курортный ,"Репино, Курортная ул., д.1",3
10.85,Курортный ,"Репино, Курортная ул., д.6",1
10.86,Курортный ,"Репино, Нагорная ул., д.1",2
10.87,Курортный ,"Репино, Нагорная ул., д.12",1
10.88,Курортный ,"Репино, Нагорная ул., д.4",5
10.89,Курортный ,"Репино, Нагорная ул., д.9А",1
10.90,Курортный ,"Репино, Песочная ул., д.10",7
10.91,Курортный ,"Репино, Приморское ш., д.423, к.1",6
10.92,Курортный ,"Репино, Приморское ш., д.423, к.2",6
10.93,Курортный ,"Репино, Приморское ш., д.433",2
10.94,Курортный ,"Репино, Приморское ш., д.435",2
10.95,Курортный ,"Репино, Приморское ш., д.437",2
10.96,Курортный ,"Репино, Приморское ш., д.443",1
10.97,Курортный ,"Репино, Чудный пляж",4
10.98,Курортный ,"Сестрорецк, Большой Литейный пер., д.37",3
10.99,Курортный ,"Сестрорецк, Борисова ул., д.4",4
10.100,Курортный ,"Сестрорецк, Борисова ул., д.8, к.1",2
10.101,Курортный ,"Сестрорецк, Борисова ул., д.8, к.2",2
10.102,Курортный ,"Сестрорецк, Борисова ул., д.9",2
10.103,Курортный ,"Сестрорецк, Борисова ул., д.9, к.1",2
10.104,Курортный ,"Сестрорецк, Борисова ул., д.9, к.2",2
10.105,Курортный ,"Сестрорецк, Володарского ул., д.11",4
10.106,Курортный ,"Сестрорецк, Володарского ул., д.12",6
10.107,Курортный ,"Сестрорецк, Володарского ул., д.13",4
10.108,Курортный ,"Сестрорецк, Володарского ул., д.15",1
10.109,Курортный ,"Сестрорецк, Володарского ул., д.16",1
10.110,Курортный ,"Сестрорецк, Володарского ул., д.19",3
10.111,Курортный ,"Сестрорецк, Володарского ул., д.20",5
10.112,Курортный ,"Сестрорецк, Володарского ул., д.21",3
10.113,Курортный ,"Сестрорецк, Володарского ул., д.22",3
10.114,Курортный ,"Сестрорецк, Володарского ул., д.23",3
10.115,Курортный ,"Сестрорецк, Володарского ул., д.25",3
10.116,Курортный ,"Сестрорецк, Володарского ул., д.27,  лит. А",2
10.117,Курортный ,"Сестрорецк, Володарского ул., д.29,  лит. А",2
10.118,Курортный ,"Сестрорецк, Володарского ул., д.3",5
10.119,Курортный ,"Сестрорецк, Володарского ул., д.33",3
10.120,Курортный ,"Сестрорецк, Володарского ул., д.36",3
10.121,Курортный ,"Сестрорецк, Володарского ул., д.46",2
10.122,Курортный ,"Сестрорецк, Володарского ул., д.50",3
10.123,Курортный ,"Сестрорецк, Володарского ул., д.52",3
10.124,Курортный ,"Сестрорецк, Володарского ул., д.54",5
10.125,Курортный ,"Сестрорецк, Володарского ул., д.58А",4
10.126,Курортный ,"Сестрорецк, Володарского ул., д.60",5
10.127,Курортный ,"Сестрорецк, Володарского ул., д.7/9",1
10.128,Курортный ,"Сестрорецк, Володарского ул., д.8",4
10.129,Курортный ,"Сестрорецк, Володарского ул., д.9",4
10.130,Курортный ,"Сестрорецк, Воскова ул., д.1",4
10.131,Курортный ,"Сестрорецк, Воскова ул., д.11",5
10.132,Курортный ,"Сестрорецк, Воскова ул., д.3",5
10.133,Курортный ,"Сестрорецк, Воскова ул., д.5",3
10.134,Курортный ,"Сестрорецк, Воскова ул., д.6",1
10.135,Курортный ,"Сестрорецк, Воскова ул., д.9",5
10.136,Курортный ,"Сестрорецк, Дубковский пляж",4
10.137,Курортный ,"Сестрорецк, Дубковское ш., д. 17",5
10.138,Курортный ,"Сестрорецк, Дубковское ш., д.32",3
10.139,Курортный ,"Сестрорецк, Дубковское ш., д.34",2
10.140,Курортный ,"Сестрорецк, Дубковское ш., д.36",1
10.141,Курортный ,"Сестрорецк, Дубковское ш., д.38",2
10.142,Курортный ,"Сестрорецк, Дубковское ш., д.40",2
10.143,Курортный ,"Сестрорецк, Дубковское ш., д.42",2
10.144,Курортный ,"Сестрорецк, Инструментальщиков ул., д.15",6
10.145,Курортный ,"Сестрорецк, Инструментальщиков ул., д.19",2
10.146,Курортный ,"Сестрорецк, Инструментальщиков ул., д.21",2
10.147,Курортный ,"Сестрорецк, Инструментальщиков ул., д.23",2
